id,name,organization_type,description,location,latitude,longitude,website,phone,email,twitter,facebook,linkedin,instagram,logo_src,site_status,copyright_year,recent_dates,evidence,confidence,logo
162,EVERFI,Business & Industry,"EVERFI is a technology company that aims to connect education with the real world. We provide online programs based on critical life skill topics like financial literacy, STEM career exploration, identifying STEM concepts within sports, digital literacy and responsibility, Summer learning loss prevention, and social emotional health. We offer these courses at NO COST thanks to sponsorships through various banks and businesses.","San Diego, California",32.715738,-117.1610838,https://everfi.com/,6199946800,ahugenberg@everfi.com,https://twitter.com/EVERFIandee,https://www.facebook.com/everfi/,https://www.linkedin.com/company/everfi/,https://www.instagram.com/everfi/?hl=en,../../../sites/default/files/2018-05/EverFi-Logo-2-1280x640.png,active,2026,yes,"event, register, challenge",high,everfi.png
268,Expanding Your Horizons of San Diego,Afterschool/Out-of-School Time,"Expanding Your Horizons of San Diego (EYH) is a nonprofit organization dedicated to supporting young women on a path to a science, technology, engineering and math (STEM) career.  We accomplish this by providing interconnected STEM programs for (1) middle school students: (2) high school students; and (3) undergraduate women. Our goal is to increase the girls’ interest in STEM careers by providing exciting and engaging hands-on learning experiences.  Our constituents consist of a community of STEM professionals and enthusiasts that support the participation, retention and advancement of women in STEM.  The core elements of all our female-focused programs include mentorship, accessibility to our programs through low or no cost, an emphasis on skills required in the workforce and hands-on approaches to STEM activities. Our mission to support a girl along a STEM career path is achieved through three core programs: a full day of interactive, hands-on STEM workshops for girls in grades 6-10 (the EYH Conference); a smaller, social and hands-on program for girls in grades 9-12 (EYH Café); and a network for undergraduate women that are pursuing STEM careers (EYH College).  Since 2002, our largest program is an annual STEM conference for girls in grades 6-10, connecting 350-450 girls from varied socio-economic backgrounds with STEM professionals in the San Diego community.  Each group of 15-20 girls is mentored by 2-3 female STEM undergraduate students, providing the girls with additional STEM-based interactions.  Our goal is to increase the girls’ interest in STEM careers by providing exciting and engaging hands-on learning experiences.","P.O. Box 711826, San Diego, CA, 92171",32.78,-117.17,https://eyhsandiego.org/,6194592242,liz.ferguson@eyhsandiego.org,https://twitter.com/EYHSanDiego,https://www.facebook.com/EYHSanDiego,,,../../../sites/default/files/2019-03/eyh_full_logo_no_net_with_tag.jpg,active,2024,yes,Annual STEM conference for girls,high,expanding_your_horizons_of.jpg
673,Fit Kids America,Afterschool/Out-of-School Time,"⇒ Offering programs in San Diego for 19 YEARS ⇒ Established in 2005 in Carlsbad, California ⇒ Running over 250 classes per week in the Southern California area. ⇒ Offering our programs throughout the United States. Fit Kids America strives to fight childhood obesity by inspiring kids at a young age to find the love of fitness. By incorporating movement at a young age, chances are kids will stay active into adulthood. Fit Kids America offers after-school programs that are convenient for busy families and fun for kids to participate in with all of their schoolmates. Our own experience of more than 30 years coupled with our staff’s extensive background in sports and physical education have made the perfect combination for providing a structured class that not only teaches the fundamentals of a sport but also helps build self esteem and self confidence, which is a vital part of a healthy life. Let us introduce your child to something they will have for the rest of their lives.","2171 S El Camino Real #207, Oceanside, California, 92054",,,https://fitkidsamerica.org/,760-908-9191,meagan@fitkidsamerica.org,,https://www.facebook.com/FitKidsAmerica/,,https://www.instagram.com/fitkidsamerica/,../../../sites/default/files/2024-02/1456878221_4_logo%20with%20registered%20trademark%20%281%29%20%281%29.png,active,2026,yes,"Copyright 2026, active after-school sports with camp registration",high,fit_kids_america.png
121,Fleet Science Center,"Museums, Science Centers & Zoos","The Fleet's mission is to realize a San Diego where everyone is connected to the power of science. At the science center, you can explore and investigate more than 100 interactive exhibits that pique your curiosity and become immersed in an IMAX film adventure that shows the wonders of the planet—and beyond—in the Eugene Heikoff and Marilyn Jacobs Heikoff Giant Dome Theater. For young science enthusiasts, the Fleet hosts school field trips, science workshops and educational camps. For adults, we offer events like Fleet Night of Science and community events, such as Two Scientists Walk Into a Bar. In the community, we also provide free neighborhood science events weekly through 52 Weeks of Science. Teachers are encouraged to join our Teacher Partner Program and take advantage of our professional development opportunities.","1875 El Prado, San Diego, CA, 92101",32.7308603,-117.1469718,http://www.fleetscience.org,619-238-1233,clientservices@rhfleet.org,https://twitter.com/fleetscience,https://www.facebook.com/FleetScienceCenter/,https://www.linkedin.com/company/fleet-science-center/,https://www.instagram.com/fleetscience/,../../../sites/default/files/2018-05/Fleet_Logo_BLUE_0.jpg,active,2025,yes,"Page displays active navigation for field trips, events, and engaging content. 'Step Into the Story: The Fleet's 2025 Impact Report' blog post visible, indicating recent organizational reporting.",high,fleet_science_center.jpg
293,Fleet Science Center,"Museums, Science Centers & Zoos","The Fleet Science Center is a science museum and planetarium in Balboa Park, located in San Diego, California. It is at the east end of the El Prado Drive walkway, next to the Bea Evenson Fountain and plaza in central Balboa Park.","1875 El Prado, Fleet Science Center, Business Entrance, San Diego, CA, 92101",32.7308009,-117.1469593,https://www.rhfleet.org/,3052838618,communityalliances@rhfleet.org,,,,,../../../sites/default/files/2019-09/Fleet_Logo_Blue_0.jpg,active,none,yes,Real organization website for Fleet Science Center,high,fleet_science_center_2.jpg
523,FRC Team 2543 TitanBot,"Professional, Trade & Student Associations","TitanBot is an FRC team run by high school students. We are a platform where students build robots, confidence and a passion for STEAM. We aim to inspire the leaders of tomorrow and give them the skills they need to be successful in their future endeavors. TitanBot goes beyond our team by reaching out to our community and spreading awareness of STEAM activities and careers. We have a unique organizational system with a CEO and eight departments, each led by a student director and managers.  All of our robots are built completely by students (with the guidance of mentors), and all club affairs are student-run. In addition to our First Robotics Competition robots, we host outreach events such as the Girls Inspiring Real Leadership in STEAM (G.I.R.L.S.) Conference and FLL games for younger students.","1120 Eastlake Pkwy, Chula Vista, California, 91915",32.6403159,-116.9676274,http://titanbot.org,,pr@titanbot.org,,,,https://instagram.com/titanbot2543?utm_medium=copy_link,../../../sites/default/files/2021-11/TitanBot%20Logo.jpg,active,,no,robotics team information,high,frc_team_2543_titanbot.jpg
161,Genentech,Business & Industry,"We believe it’s urgent to deliver medical solutions right now – even as we develop innovations for the future. We are passionate about transforming patients’ lives. We are courageous in both decision and action. And we believe that good business means a better world. That is why we come to work each day. We commit ourselves to scientific rigor, unassailable ethics, and access to medical innovations for all. We do this today to build a better tomorrow. We know that making medicines is just one way we can make a difference. And we’re passionate about applying our skills, time and resources to positively impact the patients we serve, the scientific community and the places where we live and work. We are proud of who we are, what we do, and how we do it. We are many, working as one across functions, across companies, and across the world.","1 Antibody Way, Oceanside, CA, 92056",33.2110799,-117.2994823,https://www.gene.com/,760-231-2440,lisanb@gene.com,https://twitter.com/genentech,https://www.facebook.com/Genentech/,https://www.linkedin.com/company/genentech/,https://www.instagram.com/genentech,../../../sites/default/files/2018-05/gene_roche_4c-tag.png,active,2025,yes,Active corporate website displaying '50 years of science and changing lives' campaign and 'Investing in America' initiative mentioning $50 billion commitment to U.S. manufacturing and R&D.,high,genentech.png
630,Girl Scouts San Diego,"CBOs, Family/Parent Organizations, Youth Organizing  & Advisory Groups","Girl Scouts San Diego is on a mission to fill the STEM workforce pipeline by providing even more girls with leadership and learning opportunities. We’re participating in the nationwide Girl Scout STEM Pledge—a multiyear initiative to close the STEM gender gap by reaching 2.5 million girls across the country through our hands-on STEM programs by 2025. In San Diego, this means our more than 20,000 girls will have access to council-wide STEM activities through their troop, council events, and camp. Your support ensures that at least 10,000 girls will earn at least one of our STEM-focused badges, explore a STEM career, or participate in STEM-focused programming each year. STEM is one of the four areas that form the foundation of the Girl Scout Leadership Experience. Variations on STEM are embraced throughout Girl Scout STEM programming. When girls participate in Girl Scout STEM programs, they benefit in four important ways: STEM Interest—Girls are excited about STEM subjects and want to learn more about them. STEM Confidence—Girls have confidence in their STEM skills and abilities. STEM Competence—Girls think scientifically to solve problems. STEM Value—Girls learn the importance and relevance of STEM to people and society.","1231 Upas St, San Diego, CA, 92103",,,https://www.sdgirlscouts.org/,619-610-0706,kheironimus@sdgirlscouts.org,,https://www.facebook.com/sdgirlscouts/,,https://www.instagram.com/sdgirlscouts/,../../../sites/default/files/2023-02/21_GS_SanDiego_Servicemark_RGB_BlackGreen_Large_300ppi.jpeg,active,N/A,yes,Active official Girl Scouts site with camp registration and current programs,high,girl_scouts_san_diego.jpeg
227,Girls Who Code,Afterschool/Out-of-School Time,"Girls Who Code is a national non-profit organization working to close the gender gap in technology and change the image of what a programmer looks like and does. With their 7-week Summer Immersion Program, 2-week specialized Campus Program, after-school Clubs, and a 13-book New York Times best-selling series, they are leading the movement to inspire, educate, and equip young women with the computing skills to pursue 21st century opportunities. By the end of the 2018 academic year, Girls Who Code will have reached over 90 thousand girls in all 50 states and several U.S. territories. To join the movement or learn more, visit girlswhocode.com.","437 Halsey Street, New York, 10010",40.6836883,-73.9349485,http://girlswhocode.com,,jackson@girlswhocode.com,http://twitter.com/girlswhocode,http://facebook.com/girlswhocode,http://linkedin.com/company/girls-who-code,https://www.instagram.com/girlswhocode/?hl=en,../../../sites/default/files/2018-07/GWC-logo_2016-on-navy.jpg,active,2024,yes,National nonprofit in active operation,high,girls_who_code.jpg
404,GlobalSchoolNet.org,Business & Industry,"Global SchoolNet combines education and technology to strengthen communities and benefit humanity. We support brain-friendly learning and improve academic performance through content-driven collaboration. We engage youth and educators, worldwide, in learning projects that develop science, math, literacy and communication skills, foster teamwork, civic responsibility and collaboration, encourage workforce preparedness, and create multi-cultural understanding. We strive to prepare youth for full participation as productive and compassionate citizens in an increasingly global economy. Founded in 1984 by teachers, GSN is a 501(c)3 non-profit education organization with 120,000 members from 110 countries.","270 N. El Camino Real, #395, Encinitas, California, 92024",33.0521724,-117.2630787,http://GlobalSchoolNet.org,760-635-0001,,https://twitter.com/globalschoolnet,https://www.facebook.com/GlobalSchoolNet,https://www.youtube.com/user/yvonnemariea,https://www.instagram.com/global.schoolnet/,../../../sites/default/files/2020-11/gsnlogohighres2.jpg,active,,no,educational collaboration platform,high,globalschoolnetorg.jpg
231,Greater San Diego Science and Engineering Fair,Advocacy/Philanthropy & Government,"The mission of the Greater San Diego Science and Engineering Fair is to provide a forum encouraging young minds in their independent research in science, technology, engineering, and mathematics… and inspiring the next generation of scientific thought, discovery, and innovation. Each year several thousand 7th through 12th grade public, private, and parochial school students in San Diego and Imperial Counties participate in their school or district science fairs.  The top projects, approximately 650 projects representing over 100 schools, are then recommended to participate in the GSDSEF. At the GSDSEF, 400+ judges from the science, engineering, and education communities evaluate projects and interview students to determine place awards. Additionally, sixty professional societies and organizations provide more than 150 special awards and scholarships totaling over $50,000. Top projects move on to the California State Science Fair, and national/international science fairs such as Broadcom Masters and ISEF (International Science and Engineering Fair).","4239 KERWOOD CT, San Diego, CA, 92130",32.9529482,-117.2229428,https://www.gsdsef.org,8582208831,sderika@gmail.com,,https://www.facebook.com/sandiegosciencefair/,,,../../../sites/default/files/2018-07/GSDSEF%20logo.jpg,active,2024,yes,Annual STEM competition,high,greater_san_diego_science.jpg
368,Greater San Diego Science and Engineering Fair,Afterschool/Out-of-School Time,"Since 1955, the GREATER SAN DIEGO SCIENCE AND ENGINEERING FAIR (GSDSEF) has provided an inspiring experience in science and engineering for tens of thousands of San Diego and Imperial County students, promoting STEM literacy for all, and motivating many to pursue careers in STEM fields. This regional competition,  affiliated with state and international STEM fairs,  challenges students to go beyond classroom studies to do independent research – to ask compelling questions, to design and implement innovative solutions, and to present and defend results to judges who are professionals in their fields. GSDSEF, Inc. is a registered charity, a 501(c)(3,) non-profit organization, all volunteer,  and independently sponsored by local STEM industry, which counts many GSDSEF alumni among its ranks.","P.O. Box 15547, San Diego, California, 92175",32.715738,-117.1610838,https://gsdsef.org,6192610855,stevegsdsef@gmail.com,https://twitter.com/sdsciencefair,https://www.facebook.com/sandiegosciencefair/,,,../../../sites/default/files/2020-08/GSDSEF%20logo.jpg,active,none,yes,Real science fair organization website,high,greater_san_diego_science_2.jpg
632,Grid Alternatives,"CBOs, Family/Parent Organizations, Youth Organizing  & Advisory Groups","At GRID Alternatives, we believe that a rapid, equitable transition to a world powered by renewable energy needs to benefit everyone. We are working across the United States and internationally to build community-powered solutions to advance economic and environmental justice through renewable energy. GRID Alternatives is 501(c)(3) certified non-profit organization based in Oakland, California, with eight affiliate offices serving all of California, Colorado, Washington D.C., Virginia, Maryland and Delaware. We also have a national Tribal Program, and an International Program serving Nicaragua, Nepal and Mexico.","930 Gateway Center Way, San Diego, CA, 92102",,,https://gridalternatives.org/,8582102608,mjuarez@gridalternatives.org,,,,,,active,N/A,yes,Active site with social media links and newsletter signup,high,
10,Grossmont College,"Colleges, Universities, and Certificate/Credential Programs","Grossmont College serves a diverse learning community of students, primarily from suburban locations in East San Diego County, and also from city of San Diego neighborhoods, surrounding communities, as well as locations across the state, the nation and more than 50 countries throughout the world.","8800 Grossmont College Dr, San Diego, California, 92020",32.8167823,-117.0062922,https://www.grossmont.edu/,6196447158,,http://twitter.com/#!/gcccdpio,http://www.facebook.com/pages/Grossmont-Cuyamaca-Community-College-District/146122485456612,,,,active,unknown,yes,Redirected to valid college page with current information,high,
270,Hands-On Technology Education,Afterschool/Out-of-School Time,"Based out of San Diego, California, Hands-On Technology Education, LLC is a company committed to Technology Adventures & the practical application of Computer Science & Engineering. Through Summer Camps, After-School Programs, Workshops, and even Professional Development, Hands-On Technology aims to accelerate the understanding of Computer Science in the K-12 community. Technology Adventures are Hands-On Technology's student-facing programs that provides a series of themed summer camps, workshops and after-school programs in which core engineering fundamentals in computer science and engineering are melded with today’s most interesting technology themes. Technology Adventure Themes feature in-depth courses and experiences in topics such as Virtual Reality,  YouTube-ing, e-Sports, Artificial Intelligence, Robotics, Sustainable Agriculture, Game-gineers Video Game Design, Super STEAM Adventure, and Tech Entrepreneurship. Summer Camps run in the June to August timeframe in which programs are designed for 7 to 16 year-olds as exciting technology experiences that make learning accessible and fun via hands-on activities and outdoor explorations. All courses feature a Technology Adventure Theme component chosen by the students and a core  engineering component that is matched to the student’s incoming skillset. Classes accommodate up to twelve participants in order to ensure that each student receives focused attention during their hands-on learning experiences. As students matriculate through the various Technology Adventure courses,  they are able to progress through novice, beginner, and intermediate levels. Technology Adventure Workshops and After-School programs are featured throughout the year throughout San Diego! Find a Hands-On Technology location near you and choose your adventure!","P.O. Box 261372, San Diego, CA, 92196",32.92,-117.13,http://www.techadventurecamp.com,9495290438,support@hands-on-mobile.com,,https://www.facebook.com/mobiletech4kids,,https://www.instagram.com/handsontecheducation/,../../../sites/default/files/2019-03/HOTE_logo.png,active,2024,yes,Summer tech camps and classes,high,handson_technology_education.png
534,High Tech High Graduate School of Education,"Colleges, Universities, and Certificate/Credential Programs","The High Tech High Graduate School of Education (GSE) develops teachers, educational leaders and school founders interested in reimagining schools with a focus on justice, deeper learning and innovation. The GSE is embedded within the 16 High Tech High K-12 schools, providing a rich context for hands-on learning and the integration of theory and practice. The GSE offers two unique degree-granting programs- M.Ed. in Educational Leadership and the San Diego Teacher Residency, as well as the hub for the New School Creation Fellowship.","2150 Cushing Road, San Diego, California, 92108",32.7320001,-117.21766,https://hthgse.edu/,6318344596,bquinones@hightechhigh.org,https://twitter.com/hthgse,https://www.facebook.com/hthgse,https://www.linkedin.com/school/hthgse/,https://www.instagram.com/hthgse/,../../../sites/default/files/2021-12/hthgse_prime_Stacked.jpg,active,2024,no,graduate school programs,high,high_tech_high_graduate.jpg
361,I Love A Clean San Diego,Advocacy/Philanthropy & Government,"Founded as the San Diego War Against Litter Committee (WALC) in 1954, I Love A Clean San Diego (ILACSD) has worked to improve the health and beauty of San Diego for over 65 years. In the 1970s “I Love A Clean San Diego” was the slogan for the organization’s anti-litter campaign and in 1980 it became the organization’s name. In 1989, ILACSD merged with the San Diego Ecology Center, joining two leading environmental organizations together to better serve the community, under one name. ILACSD continues to be San Diego’s leading environmental organization in San Diego County connecting over 60,000 youth and adults with the local environment each year.","5797 Chesapeake Court, Suite 200, San Diego, California, 92123",32.8388819,-117.1291064,https://www.ilacsd.org/,619-291-0103,education@cleansd.org,,https://www.facebook.com/iloveacleansd,https://www.linkedin.com/company/i-love-a-clean-san-diego/,https://www.instagram.com/iloveacleansd/,../../../sites/default/files/2020-07/ILACSD%20Logo_Vertical_RGB.png,active,none,yes,Real environmental nonprofit website,high,i_love_a_clean.png
214,iFLY San Diego,"Museums, Science Centers & Zoos","Experience true free fall conditions without having to jump out of an airplane. iFLY's vertical wind tunnel creates a wall-to-wall cushion of air on which you can safely float. There’s no parachute, no jumping, no falling, and nothing attaching you to planet Earth. It’s just you, the air, and the most incredible adrenaline rush. Our STEM program uses our state-of-the-art vertical wind tunnel to inspire and educate students grades K -12. Trained and reviewed STEM educators will guide your students through an interactive presentation, demos in the wind tunnel and grade-appropriate lab activities. Even more fun, students will then become the science experiment themselves and fly in the wind tunnel with a highly trained instructor! Learn more: http://bit.ly/2qofK3P",California,36.778261,-119.4179324,https://www.iflyworld.com/programs/stem-field-trips/,6194887131,sbiglione@iflyworld.com,,,,http://instagram.com/iflyus,,active,2026,yes,"Copyright notice '© 2026 iFLY Holdings, LLC All Rights Reserved'. Website promotes active STEM field trip programs. Reports 'over half a million students' taught across U.S.",high,
561,Integrative Biosciences Program at Coastal Marine Biolabs,"Colleges, Universities, and Certificate/Credential Programs","CMB is a 501(c)(3) organization that was founded in 2006 to transform the way high school students experience scientific discovery.  To achieve this ambitious goal, the Integrative Biosciences Program has leveraged the collective expertise of research scientists, education researchers, in-service science teachers, teacher educators, nationally recognized evaluators, bioinformaticians and data specialists, and science media and communication experts.  Our research-based programs for teachers and students conform to a core set of design principals that provide students with early exposure to the scientific model-building enterprise, early immersion in interdisciplinary learning experiences, and early opportunities to explore science as a collaborative social enterprise.","1559 Spinnaker Drive, Suite 101, California, 93001-5302",34.2405499,-119.2640807,http://www.coastalmarinebiolabs.org,805-289-9275,imondi@coastalmarinebiolabs.org,,,,,../../../sites/default/files/2022-02/web%20logo.jpg,active,,no,marine biology research/education,high,integrative_biosciences_program_at.jpg
253,Intelitek,Business & Industry,"Intelitek is a world-leading developer, producer and supplier of technology training solutions.  For over three decades, Intelitek have transformed educational processes across the globe with our comprehensive technology learning solutions. Intelitek’s innovative and award winning educational initiatives have helped students from middle schools, high schools to post-secondary institutions gain crucial career building skills that will ensure their future employability. Our programs have been taught in in over 50 countries, educating students in over 26,000 schools, labs and institutes, and teaching over 500 different training topics. We understand the changing needs of technology classrooms better than anyone in the world and can design flexible solutions that meet those needs.","2721 Bronco Creek Way, California, 95835",38.6744735,-121.5252219,http://www.gocoderz.com,916-813-2244,dholcomb@intelitek.com,,,,,../../../sites/default/files/2018-11/CoderZbyI_logo_white_Apr17_transparent.png,active,2024,no,STEM robotics education company,high,intelitek.png
444,Ionis Pharmaceuticals,Business & Industry,"For more than 30 years, Ionis has been the leader in RNA-targeted therapy, pioneering new markets and changing standards of care with our novel antisense technology. Ionis currently has three marketed medicines and a premier late-stage pipeline highlighted by industry-leading neurological and cardiometabolic franchises. Our scientific innovation began and continues with the knowledge that sick people depend on us, which fuels our vision of becoming one of the most successful biotechnology companies. The Ionis NEXT Employee Resource Group is a new Ionis initiative focused on increasing awareness and interest in life science careers with the goal of improving diversity and providing opportunities for future leaders who belong to traditionally underrepresented groups such as women and minorities. Ionis NEXT volunteers have shared their career paths with elementary, middle, and high school students and have served as visiting scientists for the Salk Virtual Mobile Science Lab. In the future, the Ionis NEXT group plans to host onsite science demonstrations, offer manufacturing lab tours, serve as mentors, and offer internships to students in San Diego County. The Ionis NEXT group seeks to be highly integrated with the San Diego STEM outreach community.","2855 Gazelle Ct, Carlsbad, CA, 92008",33.1418497,-117.2520877,https://www.ionispharma.com/,6143702500,jgrieves@ionisph.com,https://twitter.com/ionispharma?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,https://www.linkedin.com/company/ionis-pharmaceuticals/mycompany/,,../../../sites/default/files/2021-04/Ionis_Logo_RGB.jpg,active,2024,no,pharmaceutical company site,high,ionis_pharmaceuticals.jpg
44,"Jacobs Institute for Innovation in Education, University of San Diego","Colleges, Universities, and Certificate/Credential Programs","The Jacobs Institute for Innovation in Education is a non-profit R&D institute powering inclusive innovation and leadership in education. We are affiliated with the School of Leadership & Education Sciences at the University of San Diego, and engage in pioneering research and evaluation, development of innovative curriculum and technologies, and support professional learning grounded in the learning sciences. Our mission fosters inclusion, diversity and social justice in education. Our team includes researchers, designers, technologists and faculty. Over the past eight years, The Jacobs Institute has established itself as a credible and important voice in education, particularly in advancing innovation and equity in our schools. Working across the spectrum of educational innovation, our work supports research and evaluation of ed innovation initiatives, development of new technologies, curriculum and pedagogical models, and support for educational organizations to sustain and scale their initiatives. Our partners are trans-disciplinary and we work in collaboration with districts, schools, and educational organizations and education-supporting companies.","5998 Alcalá Park San Diego, San Diego, California, 92110",32.7702332,-117.1945288,http://www.sandiego.edu/soles/jacobs-institute/,9783879534,,https://twitter.com/USD_JI,https://www.facebook.com/USDJI,https://www.linkedin.com/company/the-jacobs-institute-for-innovation-in-education/,https://www.instagram.com/usd_ji/,../../../sites/default/files/2018-06/USD_logo.jpg,active,unknown,yes,UC San Diego Jacobs Institute page loaded successfully,high,jacobs_institute_for_innovation.jpg
614,Japanese Friendship Garden Society of San Diego,"Museums, Science Centers & Zoos","JFG is an accredited museum that offers a variety of educational programs, exhibits, and cultural festivals to enhance appreciation and understanding of Japanese culture. Over 330,000 visitors from the United States and internationally attend the garden annually. JFG opened to the public in 1991 and is an expression of friendship between San Diego and its sister city, Yokohama. The garden is inspired from centuries-old Japanese design and techniques that showcase JFG’s living exhibition comprised of plants and florae native to Japan and San Diego. The second phase opened in 1999 and was designed by renowned landscape architect Takeo Uesugi, which included the addition of the Exhibit Hall, Activity Center, and Upper Koi Pond. The third phase, completed in 2015, incorporated a 200 cherry tree grove, large azalea and camellia garden, a water feature reminiscent of the San Diego watershed, and the state of the art Inamori Pavilion. Today, JFG resides on 12 acres and fosters a relationship between humans and nature, providing a respite attuned to Japanese simplicity, serenity, and aestheticism.","2215 Pan American Road E, San Diego, California, 92101",,,https://www.niwa.org/,6192322721x1511,volunteer@niwa.org,https://twitter.com/jfgsandiego,https://www.facebook.com/JFGSanDiego/,https://www.linkedin.com/company/japanese-friendship-garden-society-of-san-diego,https://www.instagram.com/jfgsandiego/?hl=en,../../../sites/default/files/2022-10/2019P_JFG%20LOGO%20HORI_658d76.png,active,N/A,yes,"Events scheduled for June 2026 and November 2026, active website with current programming",high,japanese_friendship_garden_society.png
30,Junior Achievement of San Diego County,Advocacy/Philanthropy & Government,"Since 1950, Junior Achievement of San Diego County has provided life-changing programs to more than one million youth—in the classroom and after school—to foster an understanding of how the “real world” works. To ensure youth are prepared for their future, JA teaches them how to get a job, start a business and how to manage money.  We get kids #RealWorldReady!","4756 Mission Gorge Place, San Diego, California, 92120",32.7829269,-117.0901188,http://www.jasandiego.org/,619-906-4921,jpreciado@jasandiego.org,https://twitter.com/JASanDiego,https://www.facebook.com/JASanDiego,https://www.linkedin.com/company/junior-achievement-of-san-diego-&-imperial-counties/,,../../../sites/default/files/2018-05/SanDiegoCo_green%20%281%29.jpg,active,2026,yes,"Active JA San Diego site with 2026-03-23 timestamp, summer camps, and mission information",high,junior_achievement_of_san.jpg
225,La Jolla/Riford Library,Libraries,"The San Diego Public Library is a popular destination that connects our diverse community to free educational and cultural resources that will enrich their lives. The La Jolla/Riford Branch Library is dedicated to providing programs and services that meet the needs of our local community, including STEM and BioTech opportunities.","7555 Draper Avenue, San Diego, California, 92037",32.8409201,-117.2761538,http://www.lajollalibrary.org,858-552-1657,SBriley@sandiego.gov,,https://www.facebook.com/LaJollaLibrary/,,https://www.instagram.com/lajollalibrary,../../../sites/default/files/2018-07/SDPL-logo.png,active,2024,no,Part of San Diego County Library,high,la_jollariford_library.png
284,Leukemia & Lymphoma Society,Advocacy/Philanthropy & Government,"The Leukemia & Lymphoma Society offers a free STEM Curriculum to schools that are actively involved with LLS’s Pennies for Patients program. The Pennies for Patients program is a STEM focused program at the Leukemia & Lymphoma Society that educates students at a very age appropriate level about what blood cancers are, and how they can help us find a cure.  LLS offers a free STEM Curriculum to every school participating in the program, regardless of fundraising amounts. The STEM curriculum covers Common Core Standards and hosts 4-6 activities per grade level with emphasis on science and women in STEM professions with a featured woman in STEM and survivor story for each grade level.  Each lesson plan comes with a comprehensive teacher guide, and in a ready-to-go format.","3890 Murphy Canyon Rd #150, San Diego, California, 92123",32.814465,-117.118022,https://www.studentseries.org/curriculum,8584276655,katie.rice@lls.org,https://twitter.com/LLSusa?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.facebook.com/LLSusa,https://www.linkedin.com/company/the-leukemia-&-lymphoma-society/,https://www.instagram.com/leukemialymphomasociety/?hl=en,../../../sites/default/files/2019-05/LLS_color.jpg,active,none,yes,Real organization page with curriculum content accessible,high,leukemia_lymphoma_society.jpg
46,Living Coast Discovery Center,"Museums, Science Centers & Zoos","The Living Coast Discovery Center inspires care and exploration of the living Earth by connecting people with native coastal animals, plants and habitats.","1000 Gunpowder Point Dr, Chula Vista, CA, 91910",32.6401018,-117.1103432,http://www.thelivingcoast.org/,619.409.5908,aiyana@thelivingcoast.org,https://twitter.com/thelivingcoast,https://www.facebook.com/thelivingcoast,,https://www.instagram.com/thelivingcoast/,../../../sites/default/files/2018-06/living%20coast.jpg,active,unknown,yes,Active discovery center website with current content,high,living_coast_discovery_center.jpg
37,Magnolia Science Academy - San Diego,District/School,"STEAM focused, public charter school serving grades 6-8 located in Allied Gardens neighborhood. Award winning Archery, Band, Future City, Sea Perch and Robotic Teams. Best charter middle school in San Diego and best middle school in the Navajo neighborhood based on state test results for the 2nd year in a row.","6525 Estrella Ave, San Diego, California, 9220",32.791885,-117.087526,http://msasd.magnoliapublicschools.org/,619-644-1300ext1023,,https://twitter.com/MSASanDiego,https://www.facebook.com/MagnoliaScienceAcademySanDiego/,,,,active,unknown,yes,"Active school site with 2026-27 school year enrollment info, 2025 California Blue Ribbon School award",high,
341,Master Gardener Association of San Diego County,Afterschool/Out-of-School Time,"One of the least-known treasure troves of information in San Diego County is that over three hundred Master Gardeners (MGs) provide home gardening and pest control information throughout the county, FREE to the public. Master Gardeners are volunteers trained and supervised by the University of California Cooperative Extension (UCCE), part of UC’s Division of Agriculture and Natural Resources. The mission of the UCCE is to conduct research on new pests and issues affecting the county, and to provide research-based information to the public. The County of San Diego provides funding to support the local UCCE office. Inherent in the Master Gardener title lies the challenge to continue learning and to help other gardeners grow. This is a mission and devotion shared by every Master Gardener Program graduate.","9335 Hazard Way, Suite #201, San Diego, California, 92123",32.835259,-117.1278081,http://www.mastergardenersd.org,9496974903,shital@1parikhs.com,,https://www.facebook.com/MGASDC/,,https://www.instagram.com/mgasdc/,,active,none,yes,Real association website redirects to active content,high,
558,Media Arts Center San Diego,Afterschool/Out-of-School Time,"Media Arts Center SanDiego provides hands-on curriculum teaching camera basics, video editing, sound design and special effects. Utilizing a social justice lens, students analyze media and are empowered to explore how their personal experiences fit into a larger tapestry of a national and global story.",California,36.778261,-119.4179324,https://mediaartscenter.org/youth-media-education/,,,,,,,,active,2024,no,arts education center programs,high,
